ID,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,created_at,updated_at
6287,1966-10-16,French Guiana,Suriname,0,3,Friendly,Cayenne,French Guiana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6288,1966-10-16,Greece,Finland,2,1,UEFA Euro qualification,Salonica,Greece,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6289,1966-10-16,Russia,Turkey,0,2,Friendly,Moscow,Soviet Union,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6290,1966-10-19,Yugoslavia,Czechoslovakia,1,0,Friendly,Belgrade,Yugoslavia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6291,1966-10-22,Belgium,Switzerland,1,0,Friendly,Bruges,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6292,1966-10-22,France,Poland,2,1,UEFA Euro qualification,Paris,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6293,1966-10-22,Northern Ireland,England,0,2,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6294,1966-10-22,Wales,Scotland,1,1,UEFA Euro qualification,Cardiff,Wales,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6295,1966-10-23,Republic of Ireland,Spain,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6296,1966-10-23,Russia,German DR,2,2,Friendly,Moscow,Soviet Union,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6297,1966-10-26,Denmark,Israel,3,1,Friendly,Copenhagen,Denmark,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6298,1966-10-30,Hungary,Austria,3,1,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6299,1966-10-31,Cameroon,Togo,2,0,Friendly,Yaoundé,Cameroon,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6300,1966-11-01,Italy,Russia,1,0,Friendly,Milan,Italy,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6301,1966-11-01,Ivory Coast,Ghana,1,1,Friendly,Abidjan,Ivory Coast,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6302,1966-11-01,Vietnam Republic,Malaysia,3,2,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6303,1966-11-02,England,Czechoslovakia,0,0,Friendly,London,England,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6304,1966-11-02,Romania,Switzerland,4,2,UEFA Euro qualification,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6305,1966-11-03,Malaysia,Thailand,1,1,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6306,1966-11-05,Dominica,Saint Vincent and the Grenadines,0,1,Windward Islands Tournament,St. George's,Grenada,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6307,1966-11-05,Nigeria,DR Congo,3,2,Friendly,Lagos,Nigeria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6308,1966-11-05,Vietnam Republic,Thailand,4,1,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6309,1966-11-06,Bulgaria,Yugoslavia,6,1,Friendly,Sofia,Bulgaria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6310,1966-11-06,Grenada,Saint Lucia,7,1,Windward Islands Tournament,St. George's,Grenada,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6311,1966-11-06,Netherlands,Czechoslovakia,1,2,Friendly,Amsterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6312,1966-11-06,Sweden,Denmark,2,1,Nordic Championship,Solna,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6313,1966-11-08,Grenada,Dominica,3,3,Windward Islands Tournament,St. George's,Grenada,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6314,1966-11-09,Saint Lucia,Saint Vincent and the Grenadines,1,2,Windward Islands Tournament,St. George's,Grenada,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6315,1966-11-10,Dominica,Saint Lucia,5,3,Windward Islands Tournament,St. George's,Grenada,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6316,1966-11-11,Belgium,France,2,1,UEFA Euro qualification,Brussels,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6317,1966-11-12,Grenada,Saint Vincent and the Grenadines,1,3,Windward Islands Tournament,St. George's,Grenada,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6318,1966-11-12,Sierra Leone,Liberia,1,1,Friendly,Freetown,Sierra Leone,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6319,1966-11-13,Bulgaria,Norway,4,2,UEFA Euro qualification,Sofia,Bulgaria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6320,1966-11-13,Portugal,Sweden,1,2,UEFA Euro qualification,Oeiras,Portugal,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6321,1966-11-16,England,Wales,5,1,UEFA Euro qualification,London,England,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6322,1966-11-16,Republic of Ireland,Turkey,2,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6323,1966-11-16,Scotland,Northern Ireland,2,1,UEFA Euro qualification,Glasgow,Scotland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6324,1966-11-17,Romania,Poland,4,3,Friendly,Ploieşti,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6325,1966-11-19,Germany,Norway,3,0,Friendly,Cologne,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6326,1966-11-19,Liberia,Sierra Leone,2,0,Friendly,Monrovia,Liberia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6327,1966-11-20,Mali,Guinea,1,0,Friendly,Bamako,Mali,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6328,1966-11-24,Algeria,Morocco,2,2,Friendly,Algiers,Algeria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6329,1966-11-25,DR Congo,Nigeria,1,0,Friendly,Kinshasa,DR Congo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6330,1966-11-25,Palestine,Yemen,5,3,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6331,1966-11-26,Cambodia,North Korea,0,2,GaNEFo,Phnom Penh,Cambodia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6332,1966-11-26,China PR,Palestine,7,0,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6333,1966-11-26,Italy,Romania,3,1,UEFA Euro qualification,Naples,Italy,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6334,1966-11-26,Luxembourg,France,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6335,1966-11-26,North Vietnam,Yemen,9,0,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6336,1966-11-27,Cambodia,China PR,0,4,GaNEFo,Phnom Penh,Cambodia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6337,1966-11-27,Palestine,North Vietnam,0,4,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6338,1966-11-29,Cambodia,Yemen,8,0,GaNEFo,Phnom Penh,Cambodia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6339,1966-11-29,Palestine,North Korea,1,5,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6340,1966-11-30,Cambodia,North Vietnam,2,2,GaNEFo,Phnom Penh,Cambodia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6341,1966-11-30,Chile,Colombia,5,2,Copa América,Santiago,Chile,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6342,1966-11-30,China PR,North Vietnam,2,0,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6343,1966-11-30,North Korea,Yemen,14,0,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6344,1966-11-30,Netherlands,Denmark,2,0,UEFA Euro qualification,Rotterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6345,1966-11-30,Uganda,Kenya,1,2,Friendly,Kampala,Uganda,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6346,1966-12-02,DR Congo,Gabon,4,3,Friendly,Bangui,Central African Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6347,1966-12-03,Central African Republic,DR Congo,1,4,Friendly,Bangui,Central African Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6348,1966-12-03,China PR,North Korea,1,2,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6349,1966-12-03,Cyprus,Romania,1,5,UEFA Euro qualification,Nicosia,Cyprus,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6350,1966-12-03,Israel,Poland,0,0,Friendly,Jaffa,Israel,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6351,1966-12-06,China PR,Yemen,6,0,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6352,1966-12-06,North Korea,North Vietnam,3,1,GaNEFo,Phnom Penh,Cambodia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6353,1966-12-07,Israel,Romania,1,2,Friendly,Jaffa,Israel,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6354,1966-12-07,Spain,Republic of Ireland,2,0,UEFA Euro qualification,Valencia,Spain,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6355,1966-12-09,Libya,Egypt,2,2,African Cup of Nations qualification,Tripoli,Libya,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6356,1966-12-09,Papua New Guinea,Tahiti,3,4,South Pacific Games,Nouméa,New Caledonia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6357,1966-12-10,Kenya,Sudan,0,1,Friendly,Nairobi,Kenya,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6358,1966-12-11,Colombia,Chile,0,0,Copa América,Bogotá,Colombia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6359,1966-12-11,Tahiti,Wallis Islands and Futuna,5,0,South Pacific Games,Nouméa,New Caledonia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6360,1966-12-12,Kenya,Sudan,3,2,Friendly,Nairobi,Kenya,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6361,1966-12-12,New Caledonia,Vanuatu,5,0,South Pacific Games,Nouméa,New Caledonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6362,1966-12-12,New Caledonia,Solomon Islands,8,0,South Pacific Games,Nouméa,New Caledonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6363,1966-12-13,Papua New Guinea,Wallis Islands and Futuna,9,1,South Pacific Games,Nouméa,New Caledonia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6364,1966-12-13,Solomon Islands,Vanuatu,4,4,South Pacific Games,Nouméa,New Caledonia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6365,1966-12-15,New Caledonia,Papua New Guinea,4,0,South Pacific Games,Nouméa,New Caledonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6366,1966-12-15,Tahiti,Vanuatu,3,0,South Pacific Games,Nouméa,New Caledonia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6367,1966-12-17,New Caledonia,Tahiti,0,2,South Pacific Games,Nouméa,New Caledonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6368,1966-12-17,Papua New Guinea,Vanuatu,2,5,South Pacific Games,Nouméa,New Caledonia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6369,1966-12-21,Ecuador,Paraguay,2,2,Copa América,Guayaquil,Ecuador,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6370,1966-12-28,Paraguay,Ecuador,3,1,Copa América,Asunción,Paraguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6371,1967-01-04,Gabon,DR Congo,1,0,Friendly,Libreville,Gabon,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6372,1967-01-04,Uruguay,Romania,1,1,Friendly,Montevideo,Uruguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6373,1967-01-05,Mexico,Switzerland,3,0,Friendly,Mexico City,Mexico,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6374,1967-01-08,Mexico,Switzerland,0,2,Friendly,Guadalajara,Mexico,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6375,1967-01-11,Jamaica,Curaçao,1,1,CONCACAF Championship qualification,Kingston,Jamaica,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6376,1967-01-12,Cuba,Haiti,1,1,CONCACAF Championship qualification,Kingston,Jamaica,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6377,1967-01-13,Curaçao,Trinidad and Tobago,1,2,CONCACAF Championship qualification,Kingston,Jamaica,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6378,1967-01-13,Uruguay,Bolivia,4,0,Copa América,Montevideo,Uruguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6379,1967-01-14,Jamaica,Cuba,2,1,CONCACAF Championship qualification,Kingston,Jamaica,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6380,1967-01-17,Curaçao,Cuba,2,2,CONCACAF Championship qualification,Kingston,Jamaica,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6381,1967-01-17,Egypt,German DR,1,2,Friendly,Cairo,United Arab Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6382,1967-01-18,Argentina,Paraguay,4,1,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6383,1967-01-18,Chile,Venezuela,2,0,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6384,1967-01-18,Guatemala,Honduras,3,1,Friendly,Guatemala,Guatemala,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6385,1967-01-18,Jamaica,Trinidad and Tobago,1,1,CONCACAF Championship qualification,Kingston,Jamaica,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6386,1967-01-19,Curaçao,Haiti,0,1,CONCACAF Championship qualification,Kingston,Jamaica,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6387,1967-01-20,Cuba,Trinidad and Tobago,1,2,CONCACAF Championship qualification,Kingston,Jamaica,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6388,1967-01-20,Egypt,German DR,0,3,Friendly,Cairo,United Arab Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6389,1967-01-21,Jamaica,Haiti,0,1,CONCACAF Championship qualification,Kingston,Jamaica,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6390,1967-01-21,Martinique,Guadeloupe,2,1,Friendly,Fort-de-France,Martinique,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6391,1967-01-21,Uruguay,Venezuela,4,0,Copa América,Montevideo,Uruguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6392,1967-01-22,Bolivia,Argentina,0,1,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6393,1967-01-22,Chile,Paraguay,4,2,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6394,1967-01-22,DR Congo,Congo,4,1,Friendly,Kinshasa,DR Congo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6395,1967-01-22,Honduras,Guatemala,1,1,Friendly,Tegucigalpa,Honduras,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6396,1967-01-22,Tunisia,Turkey,0,0,Friendly,Tunis,Tunisia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6397,1967-01-23,Martinique,French Guiana,2,1,Friendly,Fort-de-France,Martinique,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6398,1967-01-24,Egypt,German DR,2,2,Friendly,Alexandria,United Arab Republic,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6399,1967-01-25,Argentina,Venezuela,5,1,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6400,1967-01-25,Paraguay,Bolivia,1,0,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6401,1967-01-26,Uruguay,Chile,2,2,Copa América,Montevideo,Uruguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6402,1967-01-28,Argentina,Chile,2,0,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6403,1967-01-28,Bolivia,Venezuela,0,3,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6404,1967-01-28,Nigeria,Ghana,2,2,Friendly,Lagos,Nigeria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6405,1967-01-29,Burkina Faso,Niger,3,2,Friendly,Ouagadougou,Upper Volta,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6406,1967-01-29,Sudan,German DR,1,2,Friendly,Khartoum,Sudan,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6407,1967-01-29,Uruguay,Paraguay,2,0,Copa América,Montevideo,Uruguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6408,1967-01-31,Niger,Congo,1,3,Friendly,Niamey,Niger,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6409,1967-02-01,Bolivia,Chile,0,0,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6410,1967-02-01,Turkey,Spain,0,0,UEFA Euro qualification,Istanbul,Turkey,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6411,1967-02-01,Venezuela,Paraguay,3,5,Copa América,Montevideo,Uruguay,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6412,1967-02-02,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6413,1967-02-03,Mali,Congo,1,0,Friendly,Bamako,Mali,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6414,1967-02-05,Tunisia,Cameroon,4,0,African Cup of Nations qualification,Tunis,Tunisia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6415,1967-02-12,Burkina Faso,Algeria,1,2,African Cup of Nations qualification,Ouagadougou,Upper Volta,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6416,1967-02-12,Ghana,Nigeria,2,0,Friendly,Accra,Ghana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6417,1967-02-12,Iraq,German DR,1,1,Friendly,Baghdad,Iraq,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6418,1967-02-13,Guatemala,Panama,3,1,CONCACAF Championship qualification,Guatemala,Guatemala,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6419,1967-02-15,Greece,Libya,4,0,Friendly,Athens,Greece,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6420,1967-02-15,Guatemala,Nicaragua,3,1,CONCACAF Championship qualification,Guatemala,Guatemala,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6421,1967-02-17,Nicaragua,Panama,3,1,CONCACAF Championship qualification,Guatemala,Guatemala,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6422,1967-02-18,Togo,DR Congo,2,4,Friendly,Lomé,Togo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6423,1967-02-19,Ethiopia,Kenya,2,0,Friendly,Khartoum,Sudan,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6424,1967-02-19,Ghana,Ivory Coast,2,2,Friendly,Accra,Ghana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6425,1967-02-19,Tunisia,Congo,1,1,African Cup of Nations qualification,Tunis,Tunisia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6426,1967-02-21,Sudan,Tanzania,1,0,Friendly,Khartoum,Sudan,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6427,1967-02-22,Germany,Morocco,5,1,Friendly,Karlsruhe,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6428,1967-02-22,Turkey,Republic of Ireland,2,1,UEFA Euro qualification,Ankara,Turkey,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6429,1967-02-23,Kenya,Tanzania,2,0,Friendly,Khartoum,Sudan,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6430,1967-02-24,Sudan,Ethiopia,1,1,Friendly,Khartoum,Sudan,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6431,1967-02-24,Uganda,DR Congo,0,5,Friendly,Kampala,Uganda,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6432,1967-02-26,Cameroon,Congo,1,1,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6433,1967-02-26,Sudan,Ethiopia,5,3,Friendly,Khartoum,Sudan,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6434,1967-02-28,Ethiopia,Sudan,2,1,Friendly,Addis Abeba,Ethiopia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6435,1967-02-28,France,Corsica,0,2,Friendly,Marseille,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6436,1967-03-05,Benin,Congo,1,1,Friendly,Cotonou,Dahomey,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6437,1967-03-05,Ivory Coast,Liberia,1,1,Friendly,Abidjan,Ivory Coast,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6438,1967-03-06,Mexico,Nicaragua,4,0,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6439,1967-03-07,Libya,Sudan,1,1,Friendly,Tripoli,Libya,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6440,1967-03-08,Greece,Romania,1,2,Friendly,Athens,Greece,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6441,1967-03-08,Haiti,Trinidad and Tobago,2,3,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6442,1967-03-10,Guatemala,Mexico,1,0,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6443,1967-03-10,Iraq,Sudan,2,2,Friendly,Tripoli,Libya,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6444,1967-03-12,Libya,Iraq,0,1,Friendly,Tripoli,Libya,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6445,1967-03-12,Mexico,Trinidad and Tobago,4,0,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6446,1967-03-12,Nigeria,Ivory Coast,0,0,African Cup of Nations qualification,Lagos,Nigeria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6447,1967-03-14,Haiti,Mexico,0,1,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6448,1967-03-16,Nicaragua,Trinidad and Tobago,1,3,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6449,1967-03-18,DR Congo,Sudan,3,2,African Cup of Nations qualification,Kinshasa,DR Congo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6450,1967-03-19,Congo,Ghana,3,1,Friendly,Brazzaville,Congo,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6451,1967-03-19,Honduras,Mexico,0,1,CONCACAF Championship,Tegucigalpa,Honduras,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6452,1967-03-19,Luxembourg,Belgium,0,5,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6453,1967-03-22,Algeria,Hungary,0,1,Friendly,Algiers,Algeria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6454,1967-03-22,Cyprus,Italy,0,2,UEFA Euro qualification,Nicosia,Cyprus,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6455,1967-03-22,France,Romania,1,2,Friendly,Paris,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6456,1967-03-22,Germany,Bulgaria,1,0,Friendly,Hanover,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
6457,1967-03-22,Hong Kong,Vietnam Republic,2,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
