ID,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,created_at,updated_at
1816,1935-09-15,Germany,Poland,1,0,Friendly,Breslau,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1817,1935-09-15,Poland,Latvia,3,3,Friendly,Łódź,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1818,1935-09-18,Lithuania,Estonia,2,2,Friendly,Kaunas,Lithuania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1819,1935-09-20,Curaçao,Aruba,1,0,Friendly,Willemstad,Curaçao,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1820,1935-09-22,Hungary,Czechoslovakia,1,0,International Cup,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1821,1935-09-22,Norway,Sweden,0,2,Nordic Championship,Oslo,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1822,1935-10-05,Wales,Scotland,1,1,British Championship,Cardiff,Wales,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1823,1935-10-06,Austria,Hungary,4,4,International Cup,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1824,1935-10-06,Denmark,Finland,5,1,Nordic Championship,Copenhagen,Denmark,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1825,1935-10-06,Poland,Austria,1,0,Friendly,Warsaw,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1826,1935-10-13,Germany,Latvia,3,0,Friendly,Königsberg,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1827,1935-10-19,Northern Ireland,England,1,3,British Championship,Belfast,Northern Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1828,1935-10-20,Germany,Bulgaria,4,2,Friendly,Leipzig,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1829,1935-10-27,Czechoslovakia,Italy,2,1,International Cup,Prague,Czechoslovakia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1830,1935-10-27,Switzerland,France,2,1,Friendly,Geneva,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1831,1935-11-03,Netherlands,Denmark,3,0,Friendly,Amsterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1832,1935-11-03,Romania,Poland,4,1,Friendly,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1833,1935-11-03,Switzerland,Norway,2,0,Friendly,Zürich,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1834,1935-11-10,France,Sweden,2,0,Friendly,Paris,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1835,1935-11-10,Hungary,Switzerland,6,1,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1836,1935-11-13,Scotland,Northern Ireland,2,1,British Championship,Edinburgh,Scotland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1837,1935-11-17,Belgium,Sweden,5,1,Friendly,Brussels,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1838,1935-11-24,Italy,Hungary,2,2,International Cup,Milan,Italy,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1839,1935-12-04,England,Germany,3,0,Friendly,London,England,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1840,1935-12-08,Republic of Ireland,Netherlands,3,5,Friendly,Dublin,Irish Free State,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1841,1935-12-15,Curaçao,Trinidad and Tobago,3,1,Friendly,Willemstad,Curaçao,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1842,1935-12-28,Jamaica,Trinidad and Tobago,2,3,Friendly,Kingston,Jamaica,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1843,1936-01-01,French Guiana,Suriname,1,3,Friendly,Cayenne,French Guiana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1844,1936-01-04,Jamaica,Trinidad and Tobago,0,1,Friendly,Kingston,Jamaica,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1845,1936-01-11,Jamaica,Trinidad and Tobago,1,2,Friendly,Kingston,Jamaica,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1846,1936-01-12,France,Netherlands,1,6,Friendly,Paris,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1847,1936-01-19,Spain,Austria,4,5,Friendly,Madrid,Spain,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1848,1936-01-26,Portugal,Austria,2,3,Friendly,Porto,Portugal,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1849,1936-01-30,Curaçao,Trinidad and Tobago,4,2,Friendly,Willemstad,Curaçao,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1850,1936-02-05,England,Wales,1,2,British Championship,Wolverhampton,England,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1851,1936-02-09,France,Czechoslovakia,0,3,Friendly,Paris,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1852,1936-02-16,Belgium,Poland,0,2,Friendly,Brussels,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1853,1936-02-22,Trinidad and Tobago,Curaçao,3,0,Friendly,Port of Spain,Trinidad and Tobago,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1854,1936-02-23,Spain,Germany,1,2,Friendly,Barcelona,Spain,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1855,1936-02-27,Portugal,Germany,1,3,Friendly,Lisbon,Portugal,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1856,1936-03-08,France,Belgium,3,0,Friendly,Colombes,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1857,1936-03-11,Northern Ireland,Wales,3,2,British Championship,Belfast,Northern Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1858,1936-03-15,Hungary,Germany,3,2,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1859,1936-03-17,Republic of Ireland,Switzerland,1,0,Friendly,Dublin,Irish Free State,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1860,1936-03-22,Austria,Czechoslovakia,1,1,International Cup,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1861,1936-03-29,Netherlands,Belgium,8,0,Friendly,Amsterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1862,1936-04-04,England,Scotland,1,1,British Championship,London,England,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1863,1936-04-05,Austria,Hungary,3,5,Friendly,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1864,1936-04-05,Switzerland,Italy,1,2,Friendly,Zürich,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1865,1936-05-03,Belgium,Netherlands,1,1,Friendly,Brussels,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1866,1936-05-03,Hungary,Republic of Ireland,3,3,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1867,1936-05-03,Switzerland,Spain,0,2,Friendly,Berne,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1868,1936-05-06,Austria,England,2,1,Friendly,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1869,1936-05-09,Belgium,England,3,2,Friendly,Brussels,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1870,1936-05-09,Luxembourg,Republic of Ireland,1,5,Friendly,Luxembourg,Luxembourg,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1871,1936-05-10,Romania,Yugoslavia,3,2,Friendly,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1872,1936-05-17,Italy,Austria,2,2,Friendly,Rome,Italy,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1873,1936-05-17,Romania,Greece,5,2,Balkan Cup,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1874,1936-05-21,Bulgaria,Greece,5,4,Balkan Cup,Bucharest,Romania,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1875,1936-05-24,Romania,Bulgaria,4,1,Balkan Cup,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1876,1936-05-24,Switzerland,Belgium,1,1,Friendly,Basel,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1877,1936-05-28,Estonia,Latvia,3,4,Friendly,Tallinn,Estonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1878,1936-05-31,Hungary,Italy,1,2,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1879,1936-06-14,Denmark,Sweden,4,3,Nordic Championship,Copenhagen,Denmark,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1880,1936-06-14,Lithuania,Latvia,1,5,Friendly,Kaunas,Lithuania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1881,1936-06-18,Norway,Switzerland,1,2,Friendly,Oslo,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1882,1936-06-19,Egypt,Greece,3,1,Friendly,Cairo,Egypt,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1883,1936-06-21,Sweden,Switzerland,5,2,Friendly,Stockholm,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1884,1936-06-30,Finland,Denmark,1,4,Nordic Championship,Helsinki,Finland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1885,1936-06-30,Lithuania,Estonia,2,0,Friendly,Kaunas,Lithuania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1886,1936-07-04,New Zealand,Australia,1,7,Friendly,Dunedin,New Zealand,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1887,1936-07-05,Sweden,Norway,2,0,Nordic Championship,Gothenburg,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1888,1936-07-11,New Zealand,Australia,0,10,Friendly,Wellington,New Zealand,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1889,1936-07-12,Turkey,Yugoslavia,3,3,Friendly,Istanbul,Turkey,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1890,1936-07-18,New Zealand,Australia,1,4,Friendly,Auckland,New Zealand,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1891,1936-07-26,Sweden,Norway,3,4,Friendly,Stockholm,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1892,1936-08-09,Argentina,Uruguay,1,0,Friendly,Buenos Aires,Argentina,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1893,1936-08-20,Estonia,Finland,2,2,Friendly,Tallinn,Estonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1894,1936-08-29,Latvia,Lithuania,2,1,Baltic Cup,Riga,Latvia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1895,1936-08-30,Estonia,Lithuania,2,1,Baltic Cup,Riga,Latvia,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1896,1936-08-31,Latvia,Estonia,2,1,Baltic Cup,Riga,Latvia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1897,1936-09-06,Latvia,Poland,3,3,Friendly,Riga,Latvia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1898,1936-09-06,Norway,Finland,0,2,Nordic Championship,Oslo,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1899,1936-09-06,Yugoslavia,Poland,9,3,Friendly,Belgrade,Yugoslavia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1900,1936-09-13,Poland,Germany,1,1,Friendly,Warsaw,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1901,1936-09-20,Norway,Denmark,3,3,Nordic Championship,Oslo,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1902,1936-09-20,Uruguay,Argentina,2,1,Friendly,Montevideo,Uruguay,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1903,1936-09-27,Czechoslovakia,Germany,1,2,Friendly,Prague,Czechoslovakia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1904,1936-09-27,Finland,Sweden,1,2,Nordic Championship,Helsinki,Finland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1905,1936-09-27,Germany,Luxembourg,7,2,Friendly,Krefeld,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1906,1936-09-27,Hungary,Austria,5,3,International Cup,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1907,1936-10-04,Denmark,Poland,2,1,Friendly,Copenhagen,Denmark,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1908,1936-10-04,Romania,Hungary,1,2,Friendly,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1909,1936-10-14,Scotland,Germany,2,0,Friendly,Glasgow,Scotland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1910,1936-10-17,Republic of Ireland,Germany,5,2,Friendly,Dublin,Irish Free State,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1911,1936-10-17,Wales,England,2,1,British Championship,Cardiff,Wales,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1912,1936-10-18,Czechoslovakia,Hungary,5,2,International Cup,Prague,Czechoslovakia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1913,1936-10-25,Italy,Switzerland,4,2,International Cup,Milan,Italy,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1914,1936-10-31,Northern Ireland,Scotland,1,3,British Championship,Belfast,Northern Ireland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1915,1936-11-01,Netherlands,Norway,3,3,Friendly,Amsterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1916,1936-11-08,Switzerland,Austria,1,3,International Cup,Zürich,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1917,1936-11-15,Germany,Italy,2,2,Friendly,Berlin,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1918,1936-11-18,England,Northern Ireland,3,1,British Championship,Stoke-on-Trent,England,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1919,1936-12-02,England,Hungary,6,2,Friendly,London,England,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1920,1936-12-02,Scotland,Wales,1,2,British Championship,Dundee,Scotland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1921,1936-12-06,Republic of Ireland,Hungary,2,3,Friendly,Dublin,Irish Free State,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1922,1936-12-13,France,Yugoslavia,1,0,Friendly,Paris,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1923,1936-12-13,Italy,Czechoslovakia,2,0,Friendly,Genoa,Italy,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1924,1936-12-27,Brazil,Peru,3,2,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1925,1936-12-30,Argentina,Chile,2,1,Copa América,Buenos Aires,Argentina,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1926,1937-01-02,Paraguay,Uruguay,4,2,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1927,1937-01-03,Brazil,Chile,6,4,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1928,1937-01-04,Suriname,Guyana,8,0,Friendly,Paramaribo,Netherlands Guyana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1929,1937-01-05,Guyana,Trinidad and Tobago,0,3,Friendly,Paramaribo,Netherlands Guyana,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1930,1937-01-06,Peru,Uruguay,2,4,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1931,1937-01-06,Suriname,Trinidad and Tobago,1,1,Friendly,Paramaribo,Netherlands Guyana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1932,1937-01-08,Suriname,Trinidad and Tobago,3,3,Friendly,Paramaribo,Netherlands Guyana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1933,1937-01-09,Argentina,Paraguay,6,1,Copa América,Buenos Aires,Argentina,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1934,1937-01-10,Chile,Uruguay,3,0,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1935,1937-01-10,Suriname,Trinidad and Tobago,2,2,Friendly,Paramaribo,Netherlands Guyana,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1936,1937-01-11,Guyana,Trinidad and Tobago,2,3,Friendly,Paramaribo,Netherlands Guyana,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1937,1937-01-13,Brazil,Paraguay,5,0,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1938,1937-01-16,Argentina,Peru,1,0,Copa América,Buenos Aires,Argentina,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1939,1937-01-17,Chile,Paraguay,2,3,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1940,1937-01-19,Brazil,Uruguay,3,2,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1941,1937-01-21,Chile,Peru,2,2,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1942,1937-01-23,Argentina,Uruguay,2,3,Copa América,Buenos Aires,Argentina,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1943,1937-01-24,France,Austria,1,2,Friendly,Paris,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1944,1937-01-24,Paraguay,Peru,0,1,Copa América,Buenos Aires,Argentina,TRUE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1945,1937-01-30,Argentina,Brazil,1,0,Copa América,Buenos Aires,Argentina,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1946,1937-01-31,Germany,Netherlands,2,2,Friendly,Düsseldorf,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1947,1937-02-01,Argentina,Brazil,2,0,Copa América,Buenos Aires,Argentina,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1948,1937-02-21,Belgium,France,3,1,Friendly,Brussels,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1949,1937-02-21,Czechoslovakia,Switzerland,5,3,International Cup,Prague,Czechoslovakia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1950,1937-03-07,Netherlands,Switzerland,2,1,Friendly,Amsterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1951,1937-03-17,Wales,Northern Ireland,4,1,British Championship,Wrexham,Wales,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1952,1937-03-21,Austria,Italy,2,0,International Cup,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1953,1937-03-21,Germany,France,4,0,Friendly,Stuttgart,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1954,1937-03-21,Luxembourg,Germany,2,3,Friendly,Luxembourg,Luxembourg,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1955,1937-04-04,Belgium,Netherlands,2,1,Friendly,Antwerp,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1956,1937-04-11,Switzerland,Hungary,1,5,International Cup,Basel,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1957,1937-04-17,Scotland,England,3,1,British Championship,Glasgow,Scotland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1958,1937-04-18,Belgium,Switzerland,1,2,Friendly,Brussels,Belgium,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1959,1937-04-18,Romania,Czechoslovakia,1,1,Friendly,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1960,1937-04-25,Germany,Belgium,1,0,Friendly,Hanover,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1961,1937-04-25,Italy,Hungary,2,0,International Cup,Turin,Italy,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1962,1937-05-01,Aruba,Curaçao,1,1,Friendly,Oranjestad,Aruba,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1963,1937-05-02,Aruba,Curaçao,1,1,Friendly,Oranjestad,Aruba,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1964,1937-05-02,Netherlands,Belgium,1,0,Friendly,Rotterdam,Netherlands,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1965,1937-05-02,Switzerland,Germany,0,1,Friendly,Zürich,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1966,1937-05-06,Czechoslovakia,Basque Country,3,2,Friendly,Prague,Czech Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1967,1937-05-09,Austria,Scotland,1,1,Friendly,Vienna,Austria,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1968,1937-05-09,Hungary,Yugoslavia,1,1,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1969,1937-05-14,Norway,England,0,6,Friendly,Oslo,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1970,1937-05-16,Germany,Denmark,8,0,Friendly,Breslau,Germany,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1971,1937-05-17,Sweden,England,0,4,Friendly,Solna,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1972,1937-05-17,Switzerland,Republic of Ireland,0,1,Friendly,Berne,Switzerland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1973,1937-05-17,Uganda,Kenya,9,5,Friendly,Kampala,Uganda,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1974,1937-05-20,Finland,England,0,8,Friendly,Helsinki,Finland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1975,1937-05-23,Czechoslovakia,Italy,0,1,International Cup,Prague,Czechoslovakia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1976,1937-05-23,France,Republic of Ireland,0,2,Friendly,Colombes,France,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1977,1937-05-23,Hungary,Austria,2,2,Friendly,Budapest,Hungary,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1978,1937-05-27,Norway,Italy,1,3,Friendly,Oslo,Norway,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1979,1937-06-03,Lithuania,Estonia,1,2,Friendly,Kaunas,Lithuania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1980,1937-06-05,Czechoslovakia,Basque Country,2,1,Friendly,Prague,Czech Republic,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1981,1937-06-06,Yugoslavia,Belgium,1,1,Friendly,Belgrade,Yugoslavia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1982,1937-06-09,Silesia,Basque Country,3,4,Friendly,Chorzów,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1983,1937-06-10,Romania,Belgium,2,1,Friendly,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1984,1937-06-13,Denmark,Norway,5,1,Nordic Championship,Copenhagen,Denmark,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1985,1937-06-16,Sweden,Finland,4,0,FIFA World Cup qualification,Solna,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1986,1937-06-20,Sweden,Estonia,7,2,FIFA World Cup qualification,Solna,Sweden,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1987,1937-06-23,Poland,Sweden,3,1,Friendly,Warsaw,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1988,1937-06-25,Latvia,Germany,1,3,Friendly,Riga,Latvia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1989,1937-06-27,Romania,Sweden,2,2,Friendly,Bucharest,Romania,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1990,1937-06-29,Finland,Germany,0,2,FIFA World Cup qualification,Helsinki,Finland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1991,1937-07-04,Poland,Romania,2,4,Friendly,Łódź,Poland,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1992,1937-07-14,Estonia,Romania,2,1,Friendly,Tallinn,Estonia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1993,1937-07-29,Latvia,Lithuania,4,2,FIFA World Cup qualification,Riga,Latvia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
1994,1937-08-01,Yugoslavia,Turkey,3,1,Friendly,Belgrade,Yugoslavia,FALSE,2020-08-03 10:50:46.755489,2020-08-03 10:50:46.755489
